"country","forecast_year","forecast_quarter","target_year","target_quarter","horizon","target","tau","lower_bound","upper_bound","truth_value","prediction","covered","IS"
"CAN",1981,NA,NA,NA,1,"cpi",0.1,3.25717850827704,3.65548340747039,5.67091787896303,NA,FALSE,4.877048169177
"CAN",1982,NA,NA,NA,1,"cpi",0.1,3.27267493290483,3.78146636047818,4.19799576814029,NA,FALSE,1.43441233348914
"CAN",1983,NA,NA,NA,1,"cpi",0.1,3.30757929080209,3.90599891317634,3.86444262005169,NA,TRUE,0.598419622374259
"CAN",1984,NA,NA,NA,1,"cpi",0.1,3.36674356528617,3.89483692026145,4.08685396749431,NA,FALSE,0.954797904381635
"CAN",1985,NA,NA,NA,1,"cpi",0.1,3.42084451728841,3.94259939201964,4.23980729277887,NA,FALSE,1.18221687641841
"CAN",1986,NA,NA,NA,1,"cpi",0.1,3.45722384060419,4.01229019815906,3.92899537638065,NA,TRUE,0.555066357554876
"CAN",1987,NA,NA,NA,1,"cpi",0.1,3.49360316391996,3.95128347779386,4.82821664544208,NA,FALSE,2.4064206864255
"CAN",1988,NA,NA,NA,1,"cpi",0.1,3.59766903477381,4.02584724712911,4.64347549432717,NA,FALSE,1.800685428351
"CAN",1989,NA,NA,NA,1,"cpi",0.1,3.70173490562766,4.09796814755891,5.4258100696218,NA,FALSE,3.34699306873767
"CAN",1990,NA,NA,NA,1,"cpi",0.1,3.77371434257718,4.1590961379142,1.47496888572843,NA,FALSE,5.49370503277868
"CAN",1991,NA,NA,NA,1,"cpi",0.1,3.67860915654902,4.10908232762351,1.84351085411351,NA,FALSE,4.50846939870895
"CAN",1992,NA,NA,NA,1,"cpi",0.1,3.55141753661654,4.0529613450692,0.161630694655448,NA,FALSE,8.03440345725509
"CAN",1993,NA,NA,NA,1,"cpi",0.1,3.46935028170944,3.99195462470399,2.11688403676572,NA,FALSE,3.52808488731395
"CAN",1994,NA,NA,NA,1,"cpi",0.1,3.4248866643235,3.94794026258188,1.55309584667184,NA,FALSE,4.68258874859539
"CAN",1995,NA,NA,NA,1,"cpi",0.1,3.36016975701016,3.93791061694594,1.60528783555959,NA,FALSE,4.47747846315926
"CAN",1996,NA,NA,NA,1,"cpi",0.1,3.28785786597406,3.92576773856421,0.988908029337191,NA,FALSE,5.74668728733874
"CAN",1997,NA,NA,NA,1,"cpi",0.1,3.26406580811161,3.89671899821617,1.7107350135213,NA,FALSE,4.08449940030526
"CAN",1998,NA,NA,NA,1,"cpi",0.1,3.2165668839163,3.86767025786814,2.6718361971244,NA,FALSE,1.86161601126717
"CAN",1999,NA,NA,NA,1,"cpi",0.1,2.90184074168471,3.80860983391353,2.47906219852806,NA,FALSE,1.84627696591026
"CAN",2000,NA,NA,NA,1,"cpi",0.1,2.66724587750787,3.7457979495081,2.20880570551249,NA,FALSE,2.09730800976775
"CAN",2001,NA,NA,NA,1,"cpi",0.1,2.65041470558061,3.65548340747039,2.71189071546809,NA,TRUE,1.00506870188978
"CAN",2002,NA,NA,NA,1,"cpi",0.1,2.66418566443019,3.55141753661654,1.83151661303942,NA,FALSE,2.73760754194361
"CAN",2003,NA,NA,NA,1,"cpi",0.1,2.64735449250293,3.47743457577962,2.18071628336509,NA,FALSE,1.86705388136077
"CAN",2004,NA,NA,NA,1,"cpi",0.1,2.62341141568485,3.44105525246384,1.97519342012289,NA,FALSE,2.25812827136113
"CAN",2005,NA,NA,NA,1,"cpi",0.1,2.59540439321487,3.39961260666622,2.10062087284572,NA,FALSE,1.90372714760501
"CAN",2006,NA,NA,NA,1,"cpi",0.1,2.57470222645086,3.34044833218213,2.31447335265955,NA,FALSE,1.34403249193418
"CAN",2007,NA,NA,NA,1,"cpi",0.1,2.55562336095485,3.28128405769805,0.284533874408197,NA,FALSE,5.77252622240242
"CAN",2008,NA,NA,NA,1,"cpi",0.1,2.51351472162012,3.26578763307026,1.75525687020327,NA,FALSE,2.43729035904313
"CAN",2009,NA,NA,NA,1,"cpi",0.1,2.46434236731641,3.25029120844246,2.85717434028225,NA,TRUE,0.785948841126057
"CAN",2010,NA,NA,NA,1,"cpi",0.1,2.50585860537744,3.11046193214015,1.50118536134935,NA,FALSE,2.83721053571403
"CAN",2011,NA,NA,NA,1,"cpi",0.1,2.44962253610475,2.93510898393083,0.931270594714462,NA,FALSE,3.85960187313783
"CAN",2012,NA,NA,NA,1,"cpi",0.1,2.36866346444063,2.82085343407871,1.87639912240215,NA,FALSE,1.54611072972359
"CAN",2013,NA,NA,NA,1,"cpi",0.1,2.32664672628591,2.75547580291234,1.11090953952792,NA,FALSE,3.13046726942197
"CAN",2014,NA,NA,NA,1,"cpi",0.1,2.31708193272234,2.70588253771654,1.41168586698797,NA,FALSE,2.4007918621817
"CAN",2015,NA,NA,NA,1,"cpi",0.1,2.30683722917267,2.68785800446188,1.57888581671161,NA,FALSE,1.99869058075823
"CAN",2016,NA,NA,NA,1,"cpi",0.1,2.29633755937822,2.67030609058556,2.23316270166586,NA,FALSE,0.51435710390147
"CAN",2017,NA,NA,NA,1,"cpi",0.1,2.26427287280411,2.65653513173598,1.91921619871868,NA,FALSE,1.1590548680106
"CAN",2018,NA,NA,NA,1,"cpi",0.1,2.23194485185819,2.6427641728864,0.71139989671781,NA,FALSE,3.78980811022906
"CAN",2019,NA,NA,NA,1,"cpi",0.1,2.21854850397384,2.62086532273303,3.31148121717802,NA,FALSE,1.93701880641473
"CAN",2020,NA,NA,NA,1,"cpi",0.1,2.22950915224285,2.64582438596409,6.50977236228281,NA,FALSE,9.00286629220729
"CAN",2021,NA,NA,NA,1,"cpi",0.1,2.25182880434881,2.66265555789135,3.78831288758619,NA,FALSE,2.91228748619775
"CAN",2022,NA,NA,NA,1,"cpi",0.1,2.27982795837323,2.68184982671032,NA,NA,NA,NA
"CAN",1963,NA,NA,NA,1,"gdp",0.1,6.45950577821725,6.45950577821725,6.11286521457817,NA,FALSE,0.770312363642404
"CAN",1964,NA,NA,NA,1,"gdp",0.1,6.28618549639771,6.28618549639771,6.54977117773675,NA,FALSE,0.585745958531189
"CAN",1965,NA,NA,NA,1,"gdp",0.1,6.45950577821725,6.45950577821725,3.02069459694722,NA,FALSE,7.64180262504452
"CAN",1966,NA,NA,NA,1,"gdp",0.1,6.28618549639771,6.28618549639771,4.87275387657536,NA,FALSE,3.14095915516079
"CAN",1967,NA,NA,NA,1,"gdp",0.1,6.11286521457817,6.11286521457817,4.95638978351345,NA,FALSE,2.56994540236605
"CAN",1968,NA,NA,NA,1,"gdp",0.1,5.53462749904581,5.53462749904581,2.88177445953906,NA,FALSE,5.89522897668166
"CAN",1969,NA,NA,NA,1,"gdp",0.1,4.95638978351345,4.95638978351345,3.9082218305623,NA,FALSE,2.32926211766922
"CAN",1970,NA,NA,NA,1,"gdp",0.1,4.9145718300444,4.9145718300444,5.38782227759672,NA,FALSE,1.05166766122737
"CAN",1971,NA,NA,NA,1,"gdp",0.1,4.95638978351345,4.95638978351345,6.5234008306138,NA,FALSE,3.48224677133412
"CAN",1972,NA,NA,NA,1,"gdp",0.1,5.17210603055508,5.17210603055508,3.30867751212904,NA,FALSE,4.14095226316899
"CAN",1973,NA,NA,NA,1,"gdp",0.1,4.95638978351345,4.95638978351345,1.52054160710415,NA,FALSE,7.63521816979844
"CAN",1974,NA,NA,NA,1,"gdp",0.1,4.9145718300444,4.9145718300444,5.73026103671639,NA,FALSE,1.81264268149331
"CAN",1975,NA,NA,NA,1,"gdp",0.1,4.95638978351345,4.95638978351345,3.47483145017208,NA,FALSE,3.29235185186971
"CAN",1976,NA,NA,NA,1,"gdp",0.1,4.9145718300444,4.9145718300444,3.6682764087084,NA,FALSE,2.76954538074666
"CAN",1977,NA,NA,NA,1,"gdp",0.1,4.87275387657536,4.87275387657536,3.65704745334168,NA,FALSE,2.70156982940816
"CAN",1978,NA,NA,NA,1,"gdp",0.1,4.39048785356883,4.39048785356883,2.15730015132174,NA,FALSE,4.96263933832685
"CAN",1979,NA,NA,NA,1,"gdp",0.1,3.9082218305623,3.9082218305623,3.35834604481556,NA,FALSE,1.22194619054832
"CAN",1980,NA,NA,NA,1,"gdp",0.1,3.78824911963535,3.78824911963535,-3.22209797045677,NA,FALSE,15.5785490890936
"CAN",1981,NA,NA,NA,1,"gdp",0.1,3.6682764087084,3.6682764087084,2.52351663975967,NA,FALSE,2.54391059766387
"CAN",1982,NA,NA,NA,1,"gdp",0.1,3.66266193102504,3.66266193102504,5.73401280738071,NA,FALSE,4.60300194745704
"CAN",1983,NA,NA,NA,1,"gdp",0.1,3.6682764087084,3.6682764087084,4.6310874339193,NA,FALSE,2.13958005602421
"CAN",1984,NA,NA,NA,1,"gdp",0.1,3.78824911963535,3.78824911963535,2.10619562235258,NA,FALSE,3.73789666062839
"CAN",1985,NA,NA,NA,1,"gdp",0.1,3.6682764087084,3.6682764087084,3.9800271468504,NA,FALSE,0.692779418093317
"CAN",1986,NA,NA,NA,1,"gdp",0.1,3.78824911963535,3.78824911963535,4.3265584934836,NA,FALSE,1.19624305299611
"CAN",1987,NA,NA,NA,1,"gdp",0.1,3.9082218305623,3.9082218305623,2.31163142188661,NA,FALSE,3.54797868594597
"CAN",1988,NA,NA,NA,1,"gdp",0.1,3.78824911963535,3.78824911963535,0.200184045958284,NA,FALSE,7.97347794150459
"CAN",1989,NA,NA,NA,1,"gdp",0.1,3.6682764087084,3.6682764087084,-2.11071809047006,NA,FALSE,12.8422099981744
"CAN",1990,NA,NA,NA,1,"gdp",0.1,3.66266193102504,3.66266193102504,0.885769974785917,NA,FALSE,6.17087101386473
"CAN",1991,NA,NA,NA,1,"gdp",0.1,3.65704745334168,3.65704745334168,2.62028545884282,NA,FALSE,2.30391554333081
"CAN",1992,NA,NA,NA,1,"gdp",0.1,3.56593945175688,3.56593945175688,4.3913002276235,NA,FALSE,1.83413505748137
"CAN",1993,NA,NA,NA,1,"gdp",0.1,3.65704745334168,3.65704745334168,2.65531756746119,NA,FALSE,2.22606641306777
"CAN",1994,NA,NA,NA,1,"gdp",0.1,3.56593945175688,3.56593945175688,1.67126956405937,NA,FALSE,4.2103775282167
"CAN",1995,NA,NA,NA,1,"gdp",0.1,3.47483145017208,3.47483145017208,4.18743452356078,NA,FALSE,1.58356238530822
"CAN",1996,NA,NA,NA,1,"gdp",0.1,3.56593945175688,3.56593945175688,3.82216871981692,NA,FALSE,0.569398373466746
"CAN",1997,NA,NA,NA,1,"gdp",0.1,3.65704745334168,3.65704745334168,5.00708761251751,NA,FALSE,3.00008924261295
"CAN",1998,NA,NA,NA,1,"gdp",0.1,3.66266193102504,3.66266193102504,5.01686707217477,NA,FALSE,3.0093447581105
"CAN",1999,NA,NA,NA,1,"gdp",0.1,3.6682764087084,3.6682764087084,1.86176460568251,NA,FALSE,4.01447067339087
"CAN",2000,NA,NA,NA,1,"gdp",0.1,3.66266193102504,3.66266193102504,2.95267036327385,NA,FALSE,1.57775903944709
"CAN",2001,NA,NA,NA,1,"gdp",0.1,3.65704745334168,3.65704745334168,1.79239764859186,NA,FALSE,4.14366623277739
"CAN",2002,NA,NA,NA,1,"gdp",0.1,3.56593945175688,3.56593945175688,3.03951490755587,NA,FALSE,1.16983232044669
"CAN",2003,NA,NA,NA,1,"gdp",0.1,3.47483145017208,3.47483145017208,3.16058382001353,NA,FALSE,0.698328067018999
"CAN",2004,NA,NA,NA,1,"gdp",0.1,3.41658874749382,3.41658874749382,2.609566727645,NA,FALSE,1.7933822663307
"CAN",2005,NA,NA,NA,1,"gdp",0.1,3.35834604481556,3.35834604481556,2.02795201066481,NA,FALSE,2.95643118700167
"CAN",2006,NA,NA,NA,1,"gdp",0.1,3.3335117784723,3.3335117784723,0.990976125740303,NA,FALSE,5.20563478384887
"CAN",2007,NA,NA,NA,1,"gdp",0.1,3.30867751212904,3.30867751212904,-2.95912581429439,NA,FALSE,13.9284518364965
"CAN",2008,NA,NA,NA,1,"gdp",0.1,3.23463066607128,3.23463066607128,3.04203459458386,NA,FALSE,0.427991269972042
"CAN",2009,NA,NA,NA,1,"gdp",0.1,3.16058382001353,3.16058382001353,3.08814508619248,NA,FALSE,0.160974964046769
"CAN",2010,NA,NA,NA,1,"gdp",0.1,3.12436445310301,3.12436445310301,1.74480623143159,NA,FALSE,3.0656849370476
"CAN",2011,NA,NA,NA,1,"gdp",0.1,3.08814508619248,3.08814508619248,2.29527793185254,NA,FALSE,1.76192700964431
"CAN",2012,NA,NA,NA,1,"gdp",0.1,3.06508984038817,3.06508984038817,2.83250510358921,NA,FALSE,0.516854970664367
"CAN",2013,NA,NA,NA,1,"gdp",0.1,3.04203459458386,3.04203459458386,0.652384415906351,NA,FALSE,5.31033373039447
"CAN",2014,NA,NA,NA,1,"gdp",0.1,3.04077475106987,3.04077475106987,1.03156225564479,NA,FALSE,4.46491665650017
"CAN",2015,NA,NA,NA,1,"gdp",0.1,3.03951490755587,3.03951490755587,2.98882785938869,NA,FALSE,0.112637884815954
"CAN",2016,NA,NA,NA,1,"gdp",0.1,3.03010475225154,3.03010475225154,2.70599383786509,NA,FALSE,0.720246476414335
"CAN",2017,NA,NA,NA,1,"gdp",0.1,3.02069459694722,3.02069459694722,1.89017803322946,NA,FALSE,2.51225903048391
"CAN",2018,NA,NA,NA,1,"gdp",0.1,3.00476122816795,3.00476122816795,-5.27111533989858,NA,FALSE,18.3908368179256
"CAN",2019,NA,NA,NA,1,"gdp",0.1,2.98882785938869,2.98882785938869,5.24728343158755,NA,FALSE,5.01879016044191
"CAN",2020,NA,NA,NA,1,"gdp",0.1,3.00476122816795,3.00476122816795,3.75544840636249,NA,FALSE,1.66819372932118
"CAN",2021,NA,NA,NA,1,"gdp",0.1,3.02069459694722,3.02069459694722,1.06169870239572,NA,FALSE,4.35332421011444
"CAN",2022,NA,NA,NA,1,"gdp",0.1,3.00476122816795,3.00476122816795,NA,NA,NA,NA
"CAN",1947,NA,NA,NA,1,"cpi",0.2,13.1567554587221,13.1567554587221,3.41276022321824,NA,FALSE,24.3599880887596
"CAN",1948,NA,NA,NA,1,"cpi",0.2,7.31035831741978,9.25915736452056,2.59031220731124,NA,FALSE,13.7489143223721
"CAN",1949,NA,NA,NA,1,"cpi",0.2,3.24827062003684,5.36155927031901,9.87945438999359,NA,FALSE,13.4080264494686
"CAN",1950,NA,NA,NA,1,"cpi",0.2,4.70609905657331,8.58611555663852,2.55562336095485,NA,FALSE,9.25620573911137
"CAN",1951,NA,NA,NA,1,"cpi",0.2,3.08378101685544,5.99943788992838,-1.01492775838436,NA,FALSE,13.1624288111724
"CAN",1952,NA,NA,NA,1,"cpi",0.2,2.59031220731124,3.41276022321824,0.644425455961438,NA,FALSE,5.6871648942815
"CAN",1953,NA,NA,NA,1,"cpi",0.2,2.5694988994974,3.08378101685544,0.173649026558865,NA,FALSE,6.50390679970438
"CAN",1954,NA,NA,NA,1,"cpi",0.2,2.17338377995617,2.75480181049264,1.32752769429961,NA,FALSE,2.69605824467787
"CAN",1955,NA,NA,NA,1,"cpi",0.2,1.57314682763066,2.58337443803996,3.24684755852518,NA,FALSE,2.66891041162234
"CAN",1956,NA,NA,NA,1,"cpi",0.2,2.06438509429275,2.85292634779681,2.33186388641149,NA,TRUE,0.788541253504062
"CAN",1957,NA,NA,NA,1,"cpi",0.2,2.33186388641149,2.59031220731124,1.19382698397654,NA,FALSE,3.10354057698712
"CAN",1958,NA,NA,NA,1,"cpi",0.2,1.72926217114436,2.57643666876868,1.34209404870695,NA,FALSE,1.81509480371784
"CAN",1959,NA,NA,NA,1,"cpi",0.2,1.33918077782548,2.56256113022612,1.00921348094007,NA,FALSE,2.04829859461417
"CAN",1960,NA,NA,NA,1,"cpi",0.2,1.33044096518108,2.51087146604617,1.04957947883042,NA,FALSE,1.88258421674175
"CAN",1961,NA,NA,NA,1,"cpi",0.2,1.27404741017038,2.42136767622883,1.60677118395228,NA,TRUE,1.14732026605845
"CAN",1962,NA,NA,NA,1,"cpi",0.2,1.32752769429961,2.33186388641149,1.88764670034376,NA,TRUE,1.00433619211188
"CAN",1963,NA,NA,NA,1,"cpi",0.2,1.33335423606255,2.1541770119844,2.29538304394236,NA,FALSE,1.17383785581675
"CAN",1964,NA,NA,NA,1,"cpi",0.2,1.33918077782548,2.30267921243618,3.72486065470629,NA,FALSE,4.51895204028597
"CAN",1965,NA,NA,NA,1,"cpi",0.2,1.39502947575602,2.32456771791766,3.49360316391996,NA,FALSE,3.85212685716739
"CAN",1966,NA,NA,NA,1,"cpi",0.2,1.50090032985415,2.42136767622883,3.95128347779386,NA,FALSE,4.74525685028724
"CAN",1967,NA,NA,NA,1,"cpi",0.2,1.60677118395228,2.55562336095485,4.42679496126681,NA,FALSE,5.62678117778248
"CAN",1968,NA,NA,NA,1,"cpi",0.2,1.71912139050887,2.57643666876868,3.28128405769805,NA,FALSE,2.61943375058322
"CAN",1969,NA,NA,NA,1,"cpi",0.2,1.83147159706546,2.72161927755403,2.64123406634756,NA,TRUE,0.890147680488561
"CAN",1970,NA,NA,NA,1,"cpi",0.2,1.96919396906348,2.6310496945403,4.83230569625923,NA,FALSE,6.16499572977415
"CAN",1971,NA,NA,NA,1,"cpi",0.2,2.13228850650292,2.88347946321861,7.12388603531779,NA,FALSE,11.3522073869636
"CAN",1972,NA,NA,NA,1,"cpi",0.2,2.29538304394236,3.24684755852518,10.2717243737774,NA,FALSE,18.5136565527134
"CAN",1973,NA,NA,NA,1,"cpi",0.2,2.30997538093001,3.2675094580289,10.0232981493341,NA,FALSE,17.8470058053619
"CAN",1974,NA,NA,NA,1,"cpi",0.2,2.32456771791766,3.30757929080209,7.22784311401172,NA,FALSE,10.7836711309085
"CAN",1975,NA,NA,NA,1,"cpi",0.2,2.37661578132016,3.3864649901142,7.58101410153764,NA,FALSE,11.4962219873526
"CAN",1976,NA,NA,NA,1,"cpi",0.2,2.4661195711375,3.44509739949893,8.50208927062595,NA,FALSE,13.621457506179
"CAN",1977,NA,NA,NA,1,"cpi",0.2,2.55562336095485,3.49360316391996,8.65147652410481,NA,FALSE,13.8326632034272
"CAN",1978,NA,NA,NA,1,"cpi",0.2,2.5694988994974,3.63235765839176,9.5171912664748,NA,FALSE,15.774942779102
"CAN",1979,NA,NA,NA,1,"cpi",0.2,2.58337443803996,3.7701452193238,11.5813425032741,NA,FALSE,20.7147639911597
"CAN",1980,NA,NA,NA,1,"cpi",0.2,2.6004965791185,3.90599891317634,10.1124203763629,NA,FALSE,16.8215559920243
"CAN",1981,NA,NA,NA,1,"cpi",0.2,2.62086532273303,4.14148807118304,5.67091787896303,NA,FALSE,5.34419726789999
"CAN",1982,NA,NA,NA,1,"cpi",0.2,2.64123406634756,4.42679496126681,4.19799576814029,NA,TRUE,1.78556089491925
"CAN",1983,NA,NA,NA,1,"cpi",0.2,2.88347946321861,4.3352752840162,3.86444262005169,NA,TRUE,1.4517958207976
"CAN",1984,NA,NA,NA,1,"cpi",0.2,3.12572486008965,4.24375560676559,4.08685396749431,NA,TRUE,1.11803074667594
"CAN",1985,NA,NA,NA,1,"cpi",0.2,3.25373485835975,4.17576740801109,4.23980729277887,NA,FALSE,1.08213226157079
"CAN",1986,NA,NA,NA,1,"cpi",0.2,3.2675094580289,4.21472037799572,3.92899537638065,NA,TRUE,0.947210919966822
"CAN",1987,NA,NA,NA,1,"cpi",0.2,3.28128405769805,4.19799576814029,4.82821664544208,NA,FALSE,2.49226390369671
"CAN",1988,NA,NA,NA,1,"cpi",0.2,3.33387452390612,4.22308268292344,4.64347549432717,NA,FALSE,1.94019018752665
"CAN",1989,NA,NA,NA,1,"cpi",0.2,3.3864649901142,4.27720482647646,5.4258100696218,NA,FALSE,3.7622529442256
"CAN",1990,NA,NA,NA,1,"cpi",0.2,3.42892881135858,4.38939742756923,1.47496888572843,NA,FALSE,5.84536843028602
"CAN",1991,NA,NA,NA,1,"cpi",0.2,3.36016975701016,4.31460236017405,1.84351085411351,NA,FALSE,4.74607986040551
"CAN",1992,NA,NA,NA,1,"cpi",0.2,3.28128405769805,4.23980729277887,0.161630694655448,NA,FALSE,8.75765664268732
"CAN",1993,NA,NA,NA,1,"cpi",0.2,3.26062215819432,4.22308268292344,2.11688403676572,NA,FALSE,3.82180582830064
"CAN",1994,NA,NA,NA,1,"cpi",0.2,3.12572486008965,4.206358073068,1.55309584667184,NA,FALSE,5.01220574652288
"CAN",1995,NA,NA,NA,1,"cpi",0.2,2.76235676478309,4.17576740801109,1.60528783555959,NA,FALSE,4.30608296628674
"CAN",1996,NA,NA,NA,1,"cpi",0.2,2.62086532273303,4.1313106877527,0.988908029337191,NA,FALSE,5.59033859850927
"CAN",1997,NA,NA,NA,1,"cpi",0.2,2.59031220731124,4.08685396749431,1.7107350135213,NA,FALSE,3.69548474465793
"CAN",1998,NA,NA,NA,1,"cpi",0.2,2.5694988994974,4.03262577161413,2.6718361971244,NA,TRUE,1.46312687211673
"CAN",1999,NA,NA,NA,1,"cpi",0.2,2.58337443803996,3.97839757573395,2.47906219852806,NA,FALSE,1.65580373647373
"CAN",2000,NA,NA,NA,1,"cpi",0.2,2.56256113022612,3.94682585751122,2.20880570551249,NA,FALSE,2.26865328906919
"CAN",2001,NA,NA,NA,1,"cpi",0.2,2.52499889598413,3.93791061694594,2.71189071546809,NA,TRUE,1.4129117209618
"CAN",2002,NA,NA,NA,1,"cpi",0.2,2.55562336095485,3.92899537638065,1.83151661303942,NA,FALSE,3.18363888521437
"CAN",2003,NA,NA,NA,1,"cpi",0.2,2.50968666349878,3.90317427384907,2.18071628336509,NA,FALSE,2.21591356068451
"CAN",2004,NA,NA,NA,1,"cpi",0.2,2.44962253610475,3.87735317131748,1.97519342012289,NA,FALSE,2.61380342516739
"CAN",2005,NA,NA,NA,1,"cpi",0.2,2.3613035488348,3.83652622698261,2.10062087284572,NA,FALSE,2.12692936812051
"CAN",2006,NA,NA,NA,1,"cpi",0.2,2.31727154942384,3.78069344084445,2.31447335265955,NA,FALSE,1.47041738333133
"CAN",2007,NA,NA,NA,1,"cpi",0.2,2.31447335265955,3.72486065470629,0.284533874408197,NA,FALSE,6.48523599767512
"CAN",2008,NA,NA,NA,1,"cpi",0.2,2.30301916742923,3.63235765839176,1.75525687020327,NA,FALSE,2.69874423402743
"CAN",2009,NA,NA,NA,1,"cpi",0.2,2.27806757625638,3.53985466207722,2.85717434028225,NA,TRUE,1.26178708582084
"CAN",2010,NA,NA,NA,1,"cpi",0.2,2.2992011056858,3.47743457577962,1.50118536134935,NA,FALSE,3.17327283093494
"CAN",2011,NA,NA,NA,1,"cpi",0.2,2.26075210857041,3.44509739949893,0.931270594714462,NA,FALSE,4.50804907556839
"CAN",2012,NA,NA,NA,1,"cpi",0.2,2.20880570551249,3.41276022321824,1.87639912240215,NA,FALSE,2.03497097548159
"CAN",2013,NA,NA,NA,1,"cpi",0.2,2.19195205222405,3.36016975701016,1.11090953952792,NA,FALSE,3.87082398652644
"CAN",2014,NA,NA,NA,1,"cpi",0.2,2.16794983404522,3.30757929080208,1.41168586698797,NA,FALSE,3.03028937439999
