method;variation;dataset;target;horizon;tau;coverage;mean_IS;WIS_58;WIS_all;frequency;best WIS_58;best WIS_all;best cov_0.5;best cov_0.8;abs_cov_dev;cov_group_norm;WIS_all_group_norm
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0;0.1;0;1.071708;0.33342;0.41014;annually;0.06406;0.08317;0.47619;0.738095;0.1;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0;0.2;0.011905;1.195909;0.33342;0.41014;annually;0.06406;0.08317;0.47619;0.738095;0.188095;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0;0.3;0.048193;1.361762;0.33342;0.41014;annually;0.06406;0.08317;0.47619;0.738095;0.251807;0.997589198;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0;0.4;0.048193;1.546153;0.33342;0.41014;annually;0.06406;0.08317;0.47619;0.738095;0.351807;0.998277998;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0;0.5;0.059524;1.800592;0.33342;0.41014;annually;0.06406;0.08317;0.47619;0.738095;0.440476;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0;0.6;0.083333;2.180695;0.33342;0.41014;annually;0.06406;0.08317;0.47619;0.738095;0.516667;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0;0.7;0.168675;2.814482;0.33342;0.41014;annually;0.06406;0.08317;0.47619;0.738095;0.531325;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0;0.8;0.22619;3.833918;0.33342;0.41014;annually;0.06406;0.08317;0.47619;0.738095;0.57381;0.977274159;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0;0.9;0.404762;6.143717;0.33342;0.41014;annually;0.06406;0.08317;0.47619;0.738095;0.495238;0.971428023;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0.5;0.1;0.059524;0.877748;0.21484;0.29022;annually;0.187;0.25699;0.5;0.797619;0.040476;0.576916243;0.25246923
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0.5;0.2;0.178571;0.959703;0.21484;0.29022;annually;0.187;0.25699;0.5;0.797619;0.021429;0.195125949;0.25246923
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0.5;0.3;0.25;1.060344;0.21484;0.29022;annually;0.187;0.25699;0.5;0.797619;0.05;0.24999825;0.25246923
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0.5;0.4;0.309524;1.17026;0.21484;0.29022;annually;0.187;0.25699;0.5;0.797619;0.090476;0.436618219;0.25246923
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0.5;0.5;0.392857;1.292428;0.21484;0.29022;annually;0.187;0.25699;0.5;0.797619;0.107143;0.562501313;0.25246923
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0.5;0.6;0.511905;1.451907;0.21484;0.29022;annually;0.187;0.25699;0.5;0.797619;0.088095;0.444443407;0.25246923
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0.5;0.7;0.654762;1.67567;0.21484;0.29022;annually;0.187;0.25699;0.5;0.797619;0.045238;0.206346667;0.25246923
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0.5;0.8;0.809524;2.139807;0.21484;0.29022;annually;0.187;0.25699;0.5;0.797619;0.009524;0.035294815;0.25246923
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;0.5;0.9;0.833333;3.545008;0.21484;0.29022;annually;0.187;0.25699;0.5;0.797619;0.066667;0.270834883;0.25246923
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1;0.1;0.072289;2.064091;0.53681;0.70598;annually;0.43586;0.57538;0.488095;0.797619;0.027711;0.45466201;0.794742287
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1;0.2;0.178571;2.284012;0.53681;0.70598;annually;0.43586;0.57538;0.488095;0.797619;0.021429;0.235299931;0.794742287
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1;0.3;0.190476;2.51923;0.53681;0.70598;annually;0.43586;0.57538;0.488095;0.797619;0.109524;0.933332089;0.794742287
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1;0.4;0.333333;2.802205;0.53681;0.70598;annually;0.43586;0.57538;0.488095;0.797619;0.066667;0.337839832;0.794742287
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1;0.5;0.380952;3.146731;0.53681;0.70598;annually;0.43586;0.57538;0.488095;0.797619;0.119048;0.692308189;0.794742287
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1;0.6;0.547619;3.618536;0.53681;0.70598;annually;0.43586;0.57538;0.488095;0.797619;0.052381;0.090910479;0.794742287
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1;0.7;0.630952;4.323702;0.53681;0.70598;annually;0.43586;0.57538;0.488095;0.797619;0.069048;0.214289571;0.794742287
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1;0.8;0.72619;5.553353;0.53681;0.70598;annually;0.43586;0.57538;0.488095;0.797619;0.07381;0.333334889;0.794742287
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1;0.9;0.761905;8.673481;0.53681;0.70598;annually;0.43586;0.57538;0.488095;0.797619;0.138095;0.73333296;0.794742287
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1.5;0.1;0.02439;2.705436;0.68118;0.90967;annually;0.39886;0.52735;0.52381;0.8;0.07561;0.991879935;0.857989228
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1.5;0.2;0.119048;2.952447;0.68118;0.90967;annually;0.39886;0.52735;0.52381;0.8;0.080952;0.687494531;0.857989228
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1.5;0.3;0.154762;3.256369;0.68118;0.90967;annually;0.39886;0.52735;0.52381;0.8;0.145238;0.923075432;0.857989228
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1.5;0.4;0.22619;3.616215;0.68118;0.90967;annually;0.39886;0.52735;0.52381;0.8;0.17381;0.722225074;0.857989228
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1.5;0.5;0.321429;4.037025;0.68118;0.90967;annually;0.39886;0.52735;0.52381;0.8;0.178571;0.86666368;0.857989228
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1.5;0.6;0.440476;4.628508;0.68118;0.90967;annually;0.39886;0.52735;0.52381;0.8;0.159524;1;0.857989228
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1.5;0.7;0.559524;5.554512;0.68118;0.90967;annually;0.39886;0.52735;0.52381;0.8;0.140476;0.916664917;0.857989228
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1.5;0.8;0.678571;6.936881;0.68118;0.90967;annually;0.39886;0.52735;0.52381;0.8;0.121429;0.671056413;0.857989228
bayesian_quantile_regression;5000;ARIMA(1,1,0);cpi;1.5;0.9;0.77381;10.847233;0.68118;0.90967;annually;0.39886;0.52735;0.52381;0.8;0.12619;0.499997667;0.857989228
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0;0.1;0.059524;2.103639;0.90055;1.02524;annually;0.0689;0.09215;0.488095;0.791667;0.040476;0.106382218;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0;0.2;0.059524;2.390416;0.90055;1.02524;annually;0.0689;0.09215;0.488095;0.791667;0.140476;0.297435202;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0;0.3;0.072289;2.800594;0.90055;1.02524;annually;0.0689;0.09215;0.488095;0.791667;0.227711;0.517151159;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0;0.4;0.130952;3.28861;0.90055;1.02524;annually;0.0689;0.09215;0.488095;0.791667;0.269048;0.716129067;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0;0.5;0.142857;4.042891;0.90055;1.02524;annually;0.0689;0.09215;0.488095;0.791667;0.357143;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0;0.6;0.190476;5.240813;0.90055;1.02524;annually;0.0689;0.09215;0.488095;0.791667;0.409524;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0;0.7;0.22619;7.43822;0.90055;1.02524;annually;0.0689;0.09215;0.488095;0.791667;0.47381;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0;0.8;0.261905;12.406517;0.90055;1.02524;annually;0.0689;0.09215;0.488095;0.791667;0.538095;0.978021552;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0;0.9;0.380952;29.237419;0.90055;1.02524;annually;0.0689;0.09215;0.488095;0.791667;0.519048;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0.5;0.1;0.059524;2.570808;0.97989;1.13798;annually;0.41881;0.56082;0.5;0.791667;0.040476;0.4999895;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0.5;0.2;0.107143;2.842297;0.97989;1.13798;annually;0.41881;0.56082;0.5;0.791667;0.092857;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0.5;0.3;0.178571;3.198034;0.97989;1.13798;annually;0.41881;0.56082;0.5;0.791667;0.121429;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0.5;0.4;0.27381;3.660319;0.97989;1.13798;annually;0.41881;0.56082;0.5;0.791667;0.12619;0.853767947;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0.5;0.5;0.433735;4.415609;0.97989;1.13798;annually;0.41881;0.56082;0.5;0.791667;0.066265;0.506025108;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0.5;0.6;0.547619;5.699309;0.97989;1.13798;annually;0.41881;0.56082;0.5;0.791667;0.052381;0.39999832;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0.5;0.7;0.642857;8.11943;0.97989;1.13798;annually;0.41881;0.56082;0.5;0.791667;0.057143;0.473683629;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0.5;0.8;0.702381;13.460268;0.97989;1.13798;annually;0.41881;0.56082;0.5;0.791667;0.097619;0.882351197;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;0.5;0.9;0.75;29.841515;0.97989;1.13798;annually;0.41881;0.56082;0.5;0.791667;0.15;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1;0.1;0.095238;4.415547;1.37433;1.71183;annually;0.66582;0.84175;0.5;0.77381;0.004762;0;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1;0.2;0.190476;4.898703;1.37433;1.71183;annually;0.66582;0.84175;0.5;0.77381;0.009524;0.062501094;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1;0.3;0.261905;5.482841;1.37433;1.71183;annually;0.66582;0.84175;0.5;0.77381;0.038095;0.185184955;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1;0.4;0.309524;6.209508;1.37433;1.71183;annually;0.66582;0.84175;0.5;0.77381;0.090476;0.354837311;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1;0.5;0.416667;7.174401;1.37433;1.71183;annually;0.66582;0.84175;0.5;0.77381;0.083333;0.34999895;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1;0.6;0.488095;8.644728;1.37433;1.71183;annually;0.66582;0.84175;0.5;0.77381;0.111905;0.404765;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1;0.7;0.607143;11.215365;1.37433;1.71183;annually;0.66582;0.84175;0.5;0.77381;0.092857;0.304347191;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1;0.8;0.666667;16.422198;1.37433;1.71183;annually;0.66582;0.84175;0.5;0.77381;0.133333;0.473683745;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1;0.9;0.714286;33.73909;1.37433;1.71183;annually;0.66582;0.84175;0.5;0.77381;0.185714;1;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1.5;0.1;0.071429;8.08151;2.31943;2.9365;annually;0.78484;1.0529;0.511905;0.77381;0.028571;0.243897192;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1.5;0.2;0.142857;8.903515;2.31943;2.9365;annually;0.78484;1.0529;0.511905;0.77381;0.057143;0.696974711;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1.5;0.3;0.214286;9.833681;2.31943;2.9365;annually;0.78484;1.0529;0.511905;0.77381;0.085714;0.68084536;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1.5;0.4;0.277108;11.040924;2.31943;2.9365;annually;0.78484;1.0529;0.511905;0.77381;0.122892;0.698795608;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1.5;0.5;0.392857;12.558457;2.31943;2.9365;annually;0.78484;1.0529;0.511905;0.77381;0.107143;0.421053097;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1.5;0.6;0.5;14.896272;2.31943;2.9365;annually;0.78484;1.0529;0.511905;0.77381;0.1;0.493670751;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1.5;0.7;0.619048;18.887426;2.31943;2.9365;annually;0.78484;1.0529;0.511905;0.77381;0.080952;0.24999685;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1.5;0.8;0.678571;26.589707;2.31943;2.9365;annually;0.78484;1.0529;0.511905;0.77381;0.121429;0.347828786;1
bayesian_quantile_regression;5000;ARIMA(1,1,0);gdp;1.5;0.9;0.72619;47.193244;2.31943;2.9365;annually;0.78484;1.0529;0.511905;0.77381;0.17381;0.6666704;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0;0.1;0.012346;1.078178;0.32862;0.40555;annually;0.06178;0.08129;0.493827;0.740741;0.087654;0.59321522;0.993900383
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0;0.2;0.024691;1.207427;0.32862;0.40555;annually;0.06178;0.08129;0.493827;0.740741;0.175309;1;0.993900383
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0;0.3;0.024691;1.364691;0.32862;0.40555;annually;0.06178;0.08129;0.493827;0.740741;0.275309;1;0.993900383
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0;0.4;0.0375;1.552009;0.32862;0.40555;annually;0.06178;0.08129;0.493827;0.740741;0.3625;0.998697814;0.993900383
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0;0.5;0.0875;1.831615;0.32862;0.40555;annually;0.06178;0.08129;0.493827;0.740741;0.4125;0.968014523;0.993900383
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0;0.6;0.098765;2.175703;0.32862;0.40555;annually;0.06178;0.08129;0.493827;0.740741;0.501235;1;0.993900383
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0;0.7;0.123457;2.729486;0.32862;0.40555;annually;0.06178;0.08129;0.493827;0.740741;0.576543;1;0.993900383
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0;0.8;0.246914;3.649002;0.32862;0.40555;annually;0.06178;0.08129;0.493827;0.740741;0.553086;0.97560913;0.993900383
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0;0.9;0.37037;6.019632;0.32862;0.40555;annually;0.06178;0.08129;0.493827;0.740741;0.52963;1;0.993900383
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0.5;0.1;0.012346;1.076787;0.25954;0.35127;annually;0.1753;0.24259;0.493827;0.790123;0.087654;0.781632914;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0.5;0.2;0.08642;1.173085;0.25954;0.35127;annually;0.1753;0.24259;0.493827;0.790123;0.11358;0.775860624;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0.5;0.3;0.148148;1.279496;0.25954;0.35127;annually;0.1753;0.24259;0.493827;0.790123;0.151852;0.895522027;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0.5;0.4;0.222222;1.396304;0.25954;0.35127;annually;0.1753;0.24259;0.493827;0.790123;0.177778;0.92105193;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0.5;0.5;0.419753;1.552614;0.25954;0.35127;annually;0.1753;0.24259;0.493827;0.790123;0.080247;0.374999367;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0.5;0.6;0.506173;1.757598;0.25954;0.35127;annually;0.1753;0.24259;0.493827;0.790123;0.093827;0.48000108;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0.5;0.7;0.654321;2.055708;0.25954;0.35127;annually;0.1753;0.24259;0.493827;0.790123;0.045679;0.274192284;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0.5;0.8;0.753086;2.607041;0.25954;0.35127;annually;0.1753;0.24259;0.493827;0.790123;0.046914;0.233607074;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;0.5;0.9;0.814815;4.157469;0.25954;0.35127;annually;0.1753;0.24259;0.493827;0.790123;0.085185;0.353157235;1
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1;0.1;0.08642;1.959096;0.50937;0.66422;annually;0.41599;0.54708;0.506667;0.780488;0.01358;0.228388102;0.73511139
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1;0.2;0.17284;2.121049;0.50937;0.66422;annually;0.41599;0.54708;0.506667;0.780488;0.02716;0.300961837;0.73511139
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1;0.3;0.283951;2.327183;0.50937;0.66422;annually;0.41599;0.54708;0.506667;0.780488;0.016049;0.11171;0.73511139
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1;0.4;0.419753;2.590103;0.50937;0.66422;annually;0.41599;0.54708;0.506667;0.780488;0.019753;0.165280474;0.73511139
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1;0.5;0.530864;2.960886;0.50937;0.66422;annually;0.41599;0.54708;0.506667;0.780488;0.030864;0.173239114;0.73511139
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1;0.6;0.592593;3.463145;0.50937;0.66422;annually;0.41599;0.54708;0.506667;0.780488;0.007407;0.031336533;0.73511139
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1;0.7;0.641975;4.124151;0.50937;0.66422;annually;0.41599;0.54708;0.506667;0.780488;0.058025;0.239861303;0.73511139
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1;0.8;0.728395;5.331932;0.50937;0.66422;annually;0.41599;0.54708;0.506667;0.780488;0.071605;0.266976558;0.73511139
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1;0.9;0.839506;8.078205;0.50937;0.66422;annually;0.41599;0.54708;0.506667;0.780488;0.060494;0.194122154;0.73511139
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1.5;0.1;0.123457;2.020193;0.53224;0.70349;annually;0.41106;0.52858;0.512195;0.765432;0.023457;0.297983951;0.979997759
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1.5;0.2;0.259259;2.264554;0.53224;0.70349;annually;0.41106;0.52858;0.512195;0.765432;0.059259;0.68773159;0.979997759
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1.5;0.3;0.333333;2.533892;0.53224;0.70349;annually;0.41106;0.52858;0.512195;0.765432;0.033333;0.245408536;0.979997759
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1.5;0.4;0.407407;2.842504;0.53224;0.70349;annually;0.41106;0.52858;0.512195;0.765432;0.007407;0.06197704;0.979997759
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1.5;0.5;0.4875;3.220947;0.53224;0.70349;annually;0.41106;0.52858;0.512195;0.765432;0.0125;0.001923841;0.979997759
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1.5;0.6;0.592593;3.649533;0.53224;0.70349;annually;0.41106;0.52858;0.512195;0.765432;0.007407;0.035118724;0.979997759
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1.5;0.7;0.691358;4.265065;0.53224;0.70349;annually;0.41106;0.52858;0.512195;0.765432;0.008642;0.009207591;0.979997759
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1.5;0.8;0.7625;5.154439;0.53224;0.70349;annually;0.41106;0.52858;0.512195;0.765432;0.0375;0.027428785;0.979997759
bayesian_quantile_regression;5000;ARIMA BIC;cpi;1.5;0.9;0.864198;7.461499;0.53224;0.70349;annually;0.41106;0.52858;0.512195;0.765432;0.035802;0.201158851;0.979997759
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0;0.1;0.011905;2.149162;0.77086;0.92161;annually;0.08213;0.10843;0.5;0.797619;0.088095;0.271998764;0.999496061
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0;0.2;0.035714;2.412508;0.77086;0.92161;annually;0.08213;0.10843;0.5;0.797619;0.164286;0.485715486;0.999496061
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0;0.3;0.071429;2.75274;0.77086;0.92161;annually;0.08213;0.10843;0.5;0.797619;0.228571;0.836360512;0.999496061
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0;0.4;0.142857;3.206707;0.77086;0.92161;annually;0.08213;0.10843;0.5;0.797619;0.257143;1;0.999496061
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0;0.5;0.166667;3.841248;0.77086;0.92161;annually;0.08213;0.10843;0.5;0.797619;0.333333;1;0.999496061
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0;0.6;0.202381;4.779352;0.77086;0.92161;annually;0.08213;0.10843;0.5;0.797619;0.397619;1;0.999496061
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0;0.7;0.297619;6.342225;0.77086;0.92161;annually;0.08213;0.10843;0.5;0.797619;0.402381;1;0.999496061
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0;0.8;0.321429;9.66831;0.77086;0.92161;annually;0.08213;0.10843;0.5;0.797619;0.478571;1;0.999496061
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0;0.9;0.428571;21.267854;0.77086;0.92161;annually;0.08213;0.10843;0.5;0.797619;0.471429;1;0.999496061
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0.5;0.1;0.142857;1.840977;0.74095;0.8523;annually;0.3602;0.48779;0.5;0.809524;0.042857;0.516129469;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0.5;0.2;0.321429;2.099614;0.74095;0.8523;annually;0.3602;0.48779;0.5;0.809524;0.121429;1;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0.5;0.3;0.428571;2.440602;0.74095;0.8523;annually;0.3602;0.48779;0.5;0.809524;0.128571;1;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0.5;0.4;0.595238;2.923344;0.74095;0.8523;annually;0.3602;0.48779;0.5;0.809524;0.195238;0.887638328;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0.5;0.5;0.654762;3.629913;0.74095;0.8523;annually;0.3602;0.48779;0.5;0.809524;0.154762;1;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0.5;0.6;0.702381;4.632099;0.74095;0.8523;annually;0.3602;0.48779;0.5;0.809524;0.102381;0.891302363;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0.5;0.7;0.72619;6.183894;0.74095;0.8523;annually;0.3602;0.48779;0.5;0.809524;0.02619;0.131570803;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0.5;0.8;0.761905;9.449045;0.74095;0.8523;annually;0.3602;0.48779;0.5;0.809524;0.038095;0.230766746;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;0.5;0.9;0.785714;19.818712;0.74095;0.8523;annually;0.3602;0.48779;0.5;0.809524;0.114286;1;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1;0.1;0.180723;3.528858;1.23283;1.47261;annually;0.69848;0.89815;0.5;0.785714;0.080723;0.523010507;0.999182509
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1;0.2;0.309524;4.072988;1.23283;1.47261;annually;0.69848;0.89815;0.5;0.785714;0.109524;0.620690654;0.999182509
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1;0.3;0.369048;4.661499;1.23283;1.47261;annually;0.69848;0.89815;0.5;0.785714;0.069048;0.531915464;0.999182509
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1;0.4;0.511905;5.428031;1.23283;1.47261;annually;0.69848;0.89815;0.5;0.785714;0.111905;0.457143131;0.999182509
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1;0.5;0.571429;6.527754;1.23283;1.47261;annually;0.69848;0.89815;0.5;0.785714;0.071429;0.428573143;0.999182509
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1;0.6;0.642857;8.056146;1.23283;1.47261;annually;0.69848;0.89815;0.5;0.785714;0.042857;0.262293615;0.999182509
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1;0.7;0.690476;10.33913;1.23283;1.47261;annually;0.69848;0.89815;0.5;0.785714;0.009524;0.041380149;0.999182509
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1;0.8;0.710843;14.554363;1.23283;1.47261;annually;0.69848;0.89815;0.5;0.785714;0.089157;0.524097524;0.999182509
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1;0.9;0.77381;25.571537;1.23283;1.47261;annually;0.69848;0.89815;0.5;0.785714;0.12619;0.894734515;0.999182509
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1.5;0.1;0.071429;11.10639;3.14862;3.99284;annually;0.88072;1.11349;0.5;0.77381;0.028571;0.211760055;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1.5;0.2;0.107143;12.304413;3.14862;3.99284;annually;0.88072;1.11349;0.5;0.77381;0.092857;1;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1.5;0.3;0.142857;13.758384;3.14862;3.99284;annually;0.88072;1.11349;0.5;0.77381;0.157143;0.628271491;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1.5;0.4;0.166667;15.465915;3.14862;3.99284;annually;0.88072;1.11349;0.5;0.77381;0.233333;1;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1.5;0.5;0.261905;17.705353;3.14862;3.99284;annually;0.88072;1.11349;0.5;0.77381;0.238095;0.909089174;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1.5;0.6;0.309524;20.796817;3.14862;3.99284;annually;0.88072;1.11349;0.5;0.77381;0.290476;1;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1.5;0.7;0.369048;25.552373;3.14862;3.99284;annually;0.88072;1.11349;0.5;0.77381;0.330952;1;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1.5;0.8;0.416667;34.452127;3.14862;3.99284;annually;0.88072;1.11349;0.5;0.77381;0.383333;1;1
bayesian_quantile_regression;5000;ARIMA BIC;gdp;1.5;0.9;0.452381;53.867904;3.14862;3.99284;annually;0.88072;1.11349;0.5;0.77381;0.447619;1;1
bayesian_quantile_regression;5000;Random Walk;cpi;0;0.1;0.02381;1.036608;0.33157;0.40492;annually;0.06613;0.08634;0.464286;0.75;0.07619;0.724994225;1
bayesian_quantile_regression;5000;Random Walk;cpi;0;0.2;0.035714;1.158949;0.33157;0.40492;annually;0.06613;0.08634;0.464286;0.75;0.164286;1;1
bayesian_quantile_regression;5000;Random Walk;cpi;0;0.3;0.071429;1.310611;0.33157;0.40492;annually;0.06613;0.08634;0.464286;0.75;0.228571;1;1
bayesian_quantile_regression;5000;Random Walk;cpi;0;0.4;0.083333;1.510184;0.33157;0.40492;annually;0.06613;0.08634;0.464286;0.75;0.316667;1;1
bayesian_quantile_regression;5000;Random Walk;cpi;0;0.5;0.119048;1.778998;0.33157;0.40492;annually;0.06613;0.08634;0.464286;0.75;0.380952;1;1
bayesian_quantile_regression;5000;Random Walk;cpi;0;0.6;0.144578;2.176938;0.33157;0.40492;annually;0.06613;0.08634;0.464286;0.75;0.455422;0.995869603;1
